donor_id,wealth_rating,property_value_estimate,estimated_income_band,philanthropic_capacity_score,screening_date,data_source
4285,C,328656,"£40,000-£75,000",56,2024-03-27,External Screening
6829,C,286668,"£40,000-£75,000",49,2024-01-18,External Screening
4558,A,1871524,"£150,000+",92,2024-01-07,External Screening
2999,D,197460,"£25,000-£40,000",45,2024-05-26,External Screening
3898,C,337985,"£40,000-£75,000",52,2024-05-17,External Screening
5339,C,370556,"£40,000-£75,000",65,2024-06-27,External Screening
3165,D,155585,"£25,000-£40,000",39,2024-06-20,External Screening
6105,C,270037,"£40,000-£75,000",51,2024-01-13,External Screening
3393,D,169729,"£25,000-£40,000",30,2024-02-09,External Screening
3150,A,1419372,"£150,000+",84,2024-03-24,External Screening
6807,A,1050029,"£150,000+",80,2024-03-12,External Screening
5585,C,275334,"£40,000-£75,000",58,2024-06-17,External Screening
5540,D,185470,"£25,000-£40,000",33,2024-05-24,External Screening
4996,C,344286,"£40,000-£75,000",44,2024-06-21,External Screening
3801,B,636834,"£75,000-£150,000",68,2024-05-08,External Screening
6099,B,789462,"£75,000-£150,000",79,2024-05-12,External Screening
2466,C,327043,"£40,000-£75,000",64,2024-06-01,External Screening
4646,C,252976,"£40,000-£75,000",61,2024-04-04,External Screening
4576,D,203828,"£25,000-£40,000",26,2024-03-02,External Screening
5036,D,242236,"£25,000-£40,000",28,2024-06-18,External Screening
4547,B,638911,"£75,000-£150,000",81,2024-06-26,External Screening
1991,D,172483,"£25,000-£40,000",33,2024-06-16,External Screening
3623,D,219193,"£25,000-£40,000",36,2024-05-09,External Screening
1601,C,297836,"£40,000-£75,000",63,2024-05-08,External Screening
6861,D,176260,"£25,000-£40,000",34,2024-03-08,External Screening
1649,E,149007,"<£25,000",27,2024-06-08,External Screening
3321,C,272313,"£40,000-£75,000",63,2024-02-22,External Screening
5868,C,297889,"£40,000-£75,000",53,2024-01-06,External Screening
1764,C,342695,"£40,000-£75,000",43,2024-05-01,External Screening
4648,C,279060,"£40,000-£75,000",47,2024-06-09,External Screening
5991,B,697172,"£75,000-£150,000",76,2024-02-21,External Screening
4491,C,269865,"£40,000-£75,000",62,2024-05-07,External Screening
1414,D,155135,"£25,000-£40,000",45,2024-04-28,External Screening
7247,D,164860,"£25,000-£40,000",27,2024-03-15,External Screening
1719,C,255187,"£40,000-£75,000",62,2024-04-06,External Screening
2203,D,198287,"£25,000-£40,000",39,2024-01-20,External Screening
5347,C,310859,"£40,000-£75,000",56,2024-04-11,External Screening
2102,C,364633,"£40,000-£75,000",64,2024-02-21,External Screening
3538,C,345951,"£40,000-£75,000",62,2024-04-07,External Screening
4117,D,214564,"£25,000-£40,000",45,2024-06-21,External Screening
3103,C,283569,"£40,000-£75,000",51,2024-06-19,External Screening
6114,C,297600,"£40,000-£75,000",45,2024-06-14,External Screening
4529,E,89836,"<£25,000",10,2024-06-02,External Screening
2891,E,137520,"<£25,000",21,2024-06-07,External Screening
5672,B,607846,"£75,000-£150,000",60,2024-01-10,External Screening
4356,D,238892,"£25,000-£40,000",37,2024-03-15,External Screening
1936,D,159334,"£25,000-£40,000",43,2024-05-26,External Screening
6429,D,178153,"£25,000-£40,000",29,2024-03-24,External Screening
3543,B,777558,"£75,000-£150,000",64,2024-05-02,External Screening
6344,C,301569,"£40,000-£75,000",53,2024-04-07,External Screening
2840,B,789647,"£75,000-£150,000",66,2024-04-20,External Screening
3626,D,203572,"£25,000-£40,000",29,2024-06-09,External Screening
5524,B,556905,"£75,000-£150,000",80,2024-01-24,External Screening
5606,C,279059,"£40,000-£75,000",43,2024-05-07,External Screening
2664,C,265757,"£40,000-£75,000",52,2024-06-03,External Screening
3716,A,1568088,"£150,000+",95,2024-04-06,External Screening
1732,C,343237,"£40,000-£75,000",64,2024-01-24,External Screening
1441,C,372991,"£40,000-£75,000",60,2024-01-13,External Screening
4840,D,176329,"£25,000-£40,000",26,2024-04-06,External Screening
6799,C,267828,"£40,000-£75,000",60,2024-06-05,External Screening
6492,E,102625,"<£25,000",17,2024-05-12,External Screening
3999,C,354367,"£40,000-£75,000",63,2024-05-13,External Screening
3421,E,149844,"<£25,000",19,2024-05-11,External Screening
5225,E,59870,"<£25,000",28,2024-04-23,External Screening
7481,D,196460,"£25,000-£40,000",42,2024-04-02,External Screening
3764,C,366727,"£40,000-£75,000",50,2024-05-15,External Screening
2408,D,223565,"£25,000-£40,000",29,2024-04-19,External Screening
7272,B,502688,"£75,000-£150,000",73,2024-05-03,External Screening
2494,B,622360,"£75,000-£150,000",63,2024-04-16,External Screening
6941,C,358626,"£40,000-£75,000",53,2024-06-22,External Screening
5640,D,172021,"£25,000-£40,000",27,2024-04-20,External Screening
6571,B,760428,"£75,000-£150,000",83,2024-02-07,External Screening
7372,C,331766,"£40,000-£75,000",57,2024-01-12,External Screening
4999,D,241759,"£25,000-£40,000",25,2024-06-22,External Screening
3909,D,199888,"£25,000-£40,000",44,2024-03-25,External Screening
3936,D,167087,"£25,000-£40,000",40,2024-01-19,External Screening
5077,C,348668,"£40,000-£75,000",57,2024-02-14,External Screening
2702,D,193515,"£25,000-£40,000",31,2024-02-20,External Screening
5335,C,391337,"£40,000-£75,000",52,2024-06-19,External Screening
4160,C,266270,"£40,000-£75,000",50,2024-01-25,External Screening
1143,E,77320,"<£25,000",24,2024-05-22,External Screening
3696,B,741202,"£75,000-£150,000",81,2024-02-19,External Screening
3948,D,192565,"£25,000-£40,000",32,2024-06-28,External Screening
4541,C,265775,"£40,000-£75,000",43,2024-02-11,External Screening
2234,D,221935,"£25,000-£40,000",37,2024-01-28,External Screening
2206,A,1659795,"£150,000+",75,2024-06-02,External Screening
4506,D,249488,"£25,000-£40,000",25,2024-01-17,External Screening
6919,C,250182,"£40,000-£75,000",44,2024-06-20,External Screening
7175,C,300472,"£40,000-£75,000",51,2024-06-23,External Screening
1388,C,274139,"£40,000-£75,000",62,2024-06-02,External Screening
2046,C,368043,"£40,000-£75,000",42,2024-04-26,External Screening
2701,D,249249,"£25,000-£40,000",29,2024-06-07,External Screening
3254,B,576460,"£75,000-£150,000",70,2024-03-09,External Screening
1361,E,132738,"<£25,000",20,2024-02-06,External Screening
2487,C,399572,"£40,000-£75,000",65,2024-05-11,External Screening
2329,D,182356,"£25,000-£40,000",41,2024-01-16,External Screening
1955,D,220040,"£25,000-£40,000",37,2024-01-06,External Screening
1114,B,743338,"£75,000-£150,000",77,2024-04-12,External Screening
3506,C,273721,"£40,000-£75,000",48,2024-04-22,External Screening
7479,C,275322,"£40,000-£75,000",57,2024-06-08,External Screening
2998,D,167545,"£25,000-£40,000",37,2024-05-24,External Screening
2475,D,235586,"£25,000-£40,000",36,2024-06-01,External Screening
2868,D,231012,"£25,000-£40,000",30,2024-04-24,External Screening
5050,B,609202,"£75,000-£150,000",74,2024-03-02,External Screening
2818,B,441075,"£75,000-£150,000",64,2024-02-12,External Screening
2766,C,323006,"£40,000-£75,000",62,2024-06-09,External Screening
7331,C,365214,"£40,000-£75,000",45,2024-06-05,External Screening
1369,C,327227,"£40,000-£75,000",41,2024-02-09,External Screening
2449,C,301139,"£40,000-£75,000",50,2024-02-05,External Screening
6070,C,377706,"£40,000-£75,000",47,2024-06-25,External Screening
5406,C,326169,"£40,000-£75,000",41,2024-02-02,External Screening
7047,A,1973845,"£150,000+",76,2024-05-06,External Screening
5903,C,273483,"£40,000-£75,000",45,2024-02-16,External Screening
5354,C,341901,"£40,000-£75,000",57,2024-06-13,External Screening
2688,C,291515,"£40,000-£75,000",49,2024-02-01,External Screening
5286,A,930999,"£150,000+",78,2024-01-10,External Screening
3755,D,207856,"£25,000-£40,000",33,2024-06-04,External Screening
2313,B,702340,"£75,000-£150,000",73,2024-05-28,External Screening
5975,A,1920934,"£150,000+",78,2024-03-27,External Screening
1099,C,352921,"£40,000-£75,000",49,2024-04-26,External Screening
2721,B,613458,"£75,000-£150,000",73,2024-03-11,External Screening
4889,C,387879,"£40,000-£75,000",42,2024-06-10,External Screening
1009,C,319604,"£40,000-£75,000",53,2024-06-19,External Screening
2053,C,322447,"£40,000-£75,000",58,2024-04-15,External Screening
4582,D,177102,"£25,000-£40,000",35,2024-02-14,External Screening
3836,D,163545,"£25,000-£40,000",25,2024-06-16,External Screening
4374,B,637683,"£75,000-£150,000",85,2024-03-18,External Screening
6572,C,321937,"£40,000-£75,000",49,2024-04-04,External Screening
1457,C,286504,"£40,000-£75,000",46,2024-02-09,External Screening
3096,C,270110,"£40,000-£75,000",63,2024-05-13,External Screening
4047,B,625602,"£75,000-£150,000",75,2024-05-02,External Screening
5112,A,948441,"£150,000+",93,2024-01-05,External Screening
2236,C,338397,"£40,000-£75,000",48,2024-02-09,External Screening
7202,C,257788,"£40,000-£75,000",64,2024-01-22,External Screening
4752,C,382256,"£40,000-£75,000",59,2024-03-09,External Screening
1105,D,167245,"£25,000-£40,000",29,2024-01-14,External Screening
1896,C,322139,"£40,000-£75,000",41,2024-04-17,External Screening
2045,E,79876,"<£25,000",28,2024-02-24,External Screening
5808,C,267969,"£40,000-£75,000",53,2024-05-17,External Screening
2686,C,305940,"£40,000-£75,000",48,2024-01-02,External Screening
1386,C,285980,"£40,000-£75,000",50,2024-04-24,External Screening
6494,C,350333,"£40,000-£75,000",63,2024-03-27,External Screening
7043,C,274272,"£40,000-£75,000",64,2024-06-24,External Screening
4344,D,151973,"£25,000-£40,000",40,2024-03-01,External Screening
4709,D,191925,"£25,000-£40,000",33,2024-03-08,External Screening
5159,A,1747732,"£150,000+",80,2024-01-06,External Screening
4775,D,177940,"£25,000-£40,000",33,2024-03-27,External Screening
5259,C,312492,"£40,000-£75,000",54,2024-05-23,External Screening
1455,E,135037,"<£25,000",18,2024-02-24,External Screening
3317,D,233442,"£25,000-£40,000",28,2024-03-05,External Screening
4237,D,241245,"£25,000-£40,000",28,2024-03-22,External Screening
4696,D,226631,"£25,000-£40,000",35,2024-02-27,External Screening
2685,C,389471,"£40,000-£75,000",41,2024-01-14,External Screening
1040,D,151128,"£25,000-£40,000",34,2024-04-05,External Screening
6999,D,205041,"£25,000-£40,000",28,2024-06-12,External Screening
3020,C,318676,"£40,000-£75,000",60,2024-01-07,External Screening
2874,C,383395,"£40,000-£75,000",59,2024-01-19,External Screening
6301,C,368663,"£40,000-£75,000",40,2024-02-25,External Screening
3680,C,352885,"£40,000-£75,000",43,2024-03-26,External Screening
3701,D,177001,"£25,000-£40,000",33,2024-02-13,External Screening
5030,E,93377,"<£25,000",10,2024-02-18,External Screening
3125,B,592188,"£75,000-£150,000",80,2024-02-22,External Screening
6561,C,366136,"£40,000-£75,000",58,2024-03-24,External Screening
3218,C,295248,"£40,000-£75,000",58,2024-06-23,External Screening
4244,C,278702,"£40,000-£75,000",61,2024-01-16,External Screening
2676,C,369848,"£40,000-£75,000",45,2024-03-17,External Screening
6709,B,406616,"£75,000-£150,000",75,2024-05-10,External Screening
4539,C,386519,"£40,000-£75,000",59,2024-02-22,External Screening
1239,D,246910,"£25,000-£40,000",27,2024-02-02,External Screening
2892,D,232430,"£25,000-£40,000",41,2024-02-24,External Screening
3305,B,694651,"£75,000-£150,000",74,2024-06-25,External Screening
5083,D,232590,"£25,000-£40,000",29,2024-04-10,External Screening
5638,C,287546,"£40,000-£75,000",43,2024-01-27,External Screening
3016,D,170776,"£25,000-£40,000",36,2024-03-07,External Screening
7193,D,209160,"£25,000-£40,000",44,2024-06-02,External Screening
4755,D,184104,"£25,000-£40,000",25,2024-06-23,External Screening
6151,C,282359,"£40,000-£75,000",60,2024-05-26,External Screening
2737,E,92670,"<£25,000",19,2024-01-06,External Screening
3845,C,351772,"£40,000-£75,000",57,2024-01-27,External Screening
3514,B,776739,"£75,000-£150,000",74,2024-01-12,External Screening
4233,C,347607,"£40,000-£75,000",58,2024-02-12,External Screening
6437,B,528522,"£75,000-£150,000",78,2024-06-26,External Screening
2366,B,484890,"£75,000-£150,000",67,2024-06-24,External Screening
5844,C,285000,"£40,000-£75,000",42,2024-02-04,External Screening
6716,D,249114,"£25,000-£40,000",43,2024-03-28,External Screening
5703,C,380795,"£40,000-£75,000",51,2024-03-20,External Screening
6013,C,306668,"£40,000-£75,000",65,2024-02-26,External Screening
4467,D,245548,"£25,000-£40,000",36,2024-02-06,External Screening
7306,C,379546,"£40,000-£75,000",54,2024-03-11,External Screening
2298,C,347294,"£40,000-£75,000",42,2024-02-18,External Screening
4843,C,346877,"£40,000-£75,000",61,2024-01-14,External Screening
3276,D,225869,"£25,000-£40,000",29,2024-06-14,External Screening
5907,C,386106,"£40,000-£75,000",60,2024-03-06,External Screening
7179,D,228624,"£25,000-£40,000",30,2024-04-27,External Screening
3428,C,297788,"£40,000-£75,000",53,2024-01-07,External Screening
2459,A,1899020,"£150,000+",81,2024-04-27,External Screening
7069,C,261173,"£40,000-£75,000",42,2024-01-17,External Screening
3164,C,276923,"£40,000-£75,000",55,2024-04-02,External Screening
5541,C,266042,"£40,000-£75,000",49,2024-04-18,External Screening
6883,B,531167,"£75,000-£150,000",74,2024-04-20,External Screening
4789,D,174624,"£25,000-£40,000",40,2024-03-22,External Screening
2128,E,91430,"<£25,000",13,2024-04-06,External Screening
1129,D,225633,"£25,000-£40,000",35,2024-02-06,External Screening
1491,E,120300,"<£25,000",26,2024-06-28,External Screening
1443,D,237830,"£25,000-£40,000",28,2024-01-04,External Screening
3215,D,229951,"£25,000-£40,000",38,2024-04-10,External Screening
3270,B,444271,"£75,000-£150,000",79,2024-02-05,External Screening
7098,D,167786,"£25,000-£40,000",40,2024-04-01,External Screening
3010,C,384960,"£40,000-£75,000",63,2024-03-23,External Screening
4568,C,382695,"£40,000-£75,000",52,2024-02-24,External Screening
4792,D,212877,"£25,000-£40,000",28,2024-06-27,External Screening
6500,C,289668,"£40,000-£75,000",44,2024-01-09,External Screening
2403,D,249107,"£25,000-£40,000",45,2024-02-08,External Screening
7230,D,161434,"£25,000-£40,000",40,2024-04-20,External Screening
2976,A,1989029,"£150,000+",97,2024-04-25,External Screening
7028,C,314996,"£40,000-£75,000",41,2024-01-14,External Screening
6972,C,367043,"£40,000-£75,000",52,2024-06-22,External Screening
6888,D,232127,"£25,000-£40,000",39,2024-02-24,External Screening
2208,B,750524,"£75,000-£150,000",68,2024-01-20,External Screening
3162,E,134997,"<£25,000",11,2024-03-15,External Screening
1874,C,266819,"£40,000-£75,000",41,2024-03-26,External Screening
5690,D,244893,"£25,000-£40,000",39,2024-04-03,External Screening
4776,C,297516,"£40,000-£75,000",58,2024-02-06,External Screening
1769,D,220888,"£25,000-£40,000",43,2024-02-10,External Screening
5537,C,283463,"£40,000-£75,000",65,2024-05-11,External Screening
1541,C,363845,"£40,000-£75,000",41,2024-01-20,External Screening
6121,D,223815,"£25,000-£40,000",45,2024-02-03,External Screening
3786,B,600257,"£75,000-£150,000",62,2024-03-27,External Screening
5645,C,303029,"£40,000-£75,000",60,2024-02-24,External Screening
5493,C,308964,"£40,000-£75,000",65,2024-04-22,External Screening
4947,A,1224022,"£150,000+",80,2024-05-06,External Screening
4658,B,583617,"£75,000-£150,000",62,2024-03-28,External Screening
2646,A,1929992,"£150,000+",80,2024-01-02,External Screening
2342,D,213901,"£25,000-£40,000",32,2024-02-01,External Screening
5110,D,204183,"£25,000-£40,000",30,2024-06-17,External Screening
3712,D,219232,"£25,000-£40,000",39,2024-01-27,External Screening
5324,D,243175,"£25,000-£40,000",32,2024-06-17,External Screening
3115,A,993137,"£150,000+",80,2024-05-27,External Screening
6536,D,172691,"£25,000-£40,000",32,2024-04-02,External Screening
5866,C,287656,"£40,000-£75,000",65,2024-04-03,External Screening
2225,B,428885,"£75,000-£150,000",77,2024-02-11,External Screening
6832,D,184608,"£25,000-£40,000",45,2024-06-19,External Screening
3430,E,79542,"<£25,000",25,2024-04-04,External Screening
5479,A,1345170,"£150,000+",89,2024-05-20,External Screening
7321,C,348595,"£40,000-£75,000",40,2024-04-22,External Screening
6457,C,275504,"£40,000-£75,000",52,2024-01-04,External Screening
2453,A,1860048,"£150,000+",91,2024-06-09,External Screening
5874,B,776459,"£75,000-£150,000",71,2024-01-05,External Screening
6609,D,236082,"£25,000-£40,000",39,2024-02-03,External Screening
6350,E,87090,"<£25,000",15,2024-05-22,External Screening
1373,A,1750262,"£150,000+",86,2024-04-28,External Screening
2148,C,357299,"£40,000-£75,000",50,2024-04-23,External Screening
6373,C,277927,"£40,000-£75,000",64,2024-03-28,External Screening
3931,E,71498,"<£25,000",17,2024-06-05,External Screening
2377,C,309376,"£40,000-£75,000",65,2024-02-13,External Screening
3425,D,206585,"£25,000-£40,000",37,2024-02-20,External Screening
3635,E,69524,"<£25,000",10,2024-03-02,External Screening
3798,B,447038,"£75,000-£150,000",78,2024-03-27,External Screening
7094,B,689148,"£75,000-£150,000",70,2024-05-24,External Screening
3633,C,323947,"£40,000-£75,000",62,2024-06-24,External Screening
4594,D,183881,"£25,000-£40,000",32,2024-01-14,External Screening
5666,A,1209551,"£150,000+",85,2024-01-18,External Screening
4372,E,102331,"<£25,000",25,2024-01-09,External Screening
4289,D,162554,"£25,000-£40,000",41,2024-02-25,External Screening
5155,B,528152,"£75,000-£150,000",60,2024-03-01,External Screening
3927,C,284754,"£40,000-£75,000",48,2024-02-08,External Screening
2814,C,258329,"£40,000-£75,000",41,2024-02-05,External Screening
4153,C,253213,"£40,000-£75,000",50,2024-04-15,External Screening
2935,D,224771,"£25,000-£40,000",33,2024-06-26,External Screening
3238,E,112609,"<£25,000",29,2024-03-12,External Screening
2273,A,1784821,"£150,000+",93,2024-01-21,External Screening
5217,D,227094,"£25,000-£40,000",36,2024-02-19,External Screening
4474,C,353415,"£40,000-£75,000",65,2024-02-20,External Screening
4436,D,212229,"£25,000-£40,000",40,2024-03-19,External Screening
2692,C,374496,"£40,000-£75,000",65,2024-02-12,External Screening
3662,B,638024,"£75,000-£150,000",75,2024-03-11,External Screening
5163,E,145407,"<£25,000",21,2024-05-01,External Screening
1489,C,375114,"£40,000-£75,000",65,2024-03-07,External Screening
1832,C,391549,"£40,000-£75,000",61,2024-05-21,External Screening
2870,C,399839,"£40,000-£75,000",52,2024-06-15,External Screening
7159,B,531921,"£75,000-£150,000",85,2024-04-20,External Screening
